,MATCHID,DATE,SEASON,HOME,AWAY,W_HOME,W_AWAY,HOME_FG,AWAY_FG,HOME_FGA,AWAY_FGA,HOME_FG_PCT,AWAY_FG_PCT,HOME_FG3,AWAY_FG3,HOME_FG3A,AWAY_FG3A,HOME_FG3_PCT,AWAY_FG3_PCT,HOME_FT,AWAY_FT,HOME_FTA,AWAY_FTA,HOME_FT_PCT,AWAY_FT_PCT,HOME_OFF_REB,AWAY_OFF_REB,HOME_DEF_REB,AWAY_DEF_REB,HOME_TOT_REB,AWAY_TOT_REB,HOME_AST,AWAY_AST,HOME_STL,AWAY_STL,HOME_TURNOVERS,AWAY_TURNOVERS,HOME_BLK,AWAY_BLK,HOME_PTS,AWAY_PTS
2701,0021900319,12/05/2019,2019-20,Pelicans,Suns,0,1,44,50,87,106,0.506,0.472,17,14,41,36,0.415,0.389,27,25,35,27,0.771,0.926,6,19,34,32,55,54,27,30,13,16,24,18,9,6,132,139
2702,0021900302,12/03/2019,2019-20,Pelicans,Mavericks,0,1,38,38,94,88,0.404,0.432,11,19,41,45,0.268,0.422,10,23,15,27,0.667,0.852,9,10,38,41,56,59,20,22,4,5,11,12,4,8,97,118
2703,0021900289,12/01/2019,2019-20,Pelicans,Thunder,0,1,39,38,87,81,0.448,0.469,17,11,38,33,0.447,0.333,9,20,10,26,0.9,0.769,3,5,38,42,46,52,22,19,6,5,11,11,7,3,104,107
2704,0021900275,11/29/2019,2019-20,Thunder,Pelicans,1,0,43,39,90,87,0.478,0.448,13,11,34,38,0.382,0.289,10,15,16,21,0.625,0.714,6,7,36,37,51,56,27,19,6,8,11,14,8,3,109,104
2705,0021900264,11/27/2019,2019-20,Pelicans,Lakers,0,1,34,44,84,85,0.405,0.518,17,8,40,24,0.425,0.333,25,18,30,25,0.833,0.72,13,7,29,30,55,48,20,25,7,9,20,16,4,6,110,114
2706,0021900239,11/24/2019,2019-20,Clippers,Pelicans,1,0,46,43,98,98,0.469,0.439,16,13,43,41,0.372,0.317,26,10,33,18,0.788,0.556,16,12,40,33,65,57,27,26,4,1,8,9,5,6,134,109
2707,0021900234,11/23/2019,2019-20,Jazz,Pelicans,1,0,42,42,82,101,0.512,0.416,15,17,36,41,0.417,0.415,29,19,33,20,0.879,0.95,7,9,42,29,57,47,29,21,2,7,18,10,4,6,128,120
2708,0021900214,11/21/2019,2019-20,Suns,Pelicans,0,1,40,47,86,88,0.465,0.534,13,16,31,35,0.419,0.457,28,14,32,22,0.875,0.636,9,8,29,36,44,55,28,28,10,8,14,18,3,6,121,124
2709,0021900199,11/19/2019,2019-20,Pelicans,Trail Blazers,1,0,41,40,93,92,0.441,0.435,13,16,36,29,0.361,0.552,20,8,24,13,0.833,0.615,16,11,37,37,59,54,24,20,10,5,13,17,5,4,115,104
2710,0021900187,11/17/2019,2019-20,Pelicans,Warriors,1,0,37,37,89,91,0.416,0.407,18,7,46,25,0.391,0.28,16,19,20,23,0.8,0.826,11,9,37,34,56,58,24,23,3,7,15,12,5,3,108,100
2711,0021900178,11/16/2019,2019-20,Heat,Pelicans,1,0,44,37,81,82,0.543,0.451,9,16,24,35,0.375,0.457,12,4,13,6,0.923,0.667,9,7,36,24,50,35,25,23,13,10,21,18,3,2,109,94
2712,0021900164,11/14/2019,2019-20,Pelicans,Clippers,1,0,47,46,98,84,0.48,0.548,18,11,34,24,0.529,0.458,20,24,29,31,0.69,0.774,18,6,33,31,59,46,26,28,11,6,14,16,5,6,132,127
2713,0021900142,11/11/2019,2019-20,Pelicans,Rockets,0,1,41,44,95,85,0.432,0.518,14,12,45,41,0.311,0.293,20,22,27,32,0.741,0.688,12,7,34,40,55,57,26,16,8,9,17,19,3,6,116,122
2714,0021900128,11/09/2019,2019-20,Hornets,Pelicans,0,1,36,40,88,75,0.409,0.533,12,14,35,33,0.343,0.424,26,21,34,30,0.765,0.7,13,9,29,36,54,50,27,25,10,13,22,26,2,6,110,115
2715,0021900121,11/08/2019,2019-20,Pelicans,Raptors,0,1,40,41,99,93,0.404,0.441,10,19,41,43,0.244,0.442,14,21,21,24,0.667,0.875,14,10,39,43,62,59,21,27,7,9,18,17,6,3,104,122
2716,0021900092,11/04/2019,2019-20,Nets,Pelicans,1,0,49,48,92,97,0.533,0.495,16,13,41,32,0.39,0.406,21,16,28,21,0.75,0.762,12,10,33,29,57,47,32,18,13,16,23,21,3,5,135,125
2717,0021900077,11/02/2019,2019-20,Thunder,Pelicans,1,0,41,40,90,94,0.456,0.426,15,11,37,32,0.405,0.344,18,13,23,22,0.783,0.591,8,17,36,39,52,65,20,25,8,7,12,16,11,5,115,104
2718,0021900067,10/31/2019,2019-20,Pelicans,Nuggets,1,0,41,43,77,89,0.532,0.483,15,7,33,26,0.455,0.269,25,14,32,16,0.781,0.875,2,5,35,30,48,43,30,24,7,5,16,15,4,3,122,107
2719,0021900047,10/28/2019,2019-20,Pelicans,Warriors,0,1,48,51,103,104,0.466,0.49,15,14,47,35,0.319,0.4,12,18,22,24,0.545,0.75,11,19,30,42,52,72,36,37,13,8,15,18,7,2,123,134
2720,0021900032,10/26/2019,2019-20,Rockets,Pelicans,1,0,43,46,94,100,0.457,0.46,13,18,45,50,0.289,0.36,27,13,30,16,0.9,0.813,9,9,36,33,58,53,27,27,7,9,19,17,4,2,126,123
2721,0021900021,10/25/2019,2019-20,Pelicans,Mavericks,0,1,45,45,98,93,0.459,0.484,15,14,41,40,0.366,0.35,11,19,15,26,0.733,0.731,12,12,36,37,57,55,30,23,6,8,14,11,3,7,116,123
2722,0021900001,10/22/2019,2019-20,Raptors,Pelicans,1,0,42,43,103,102,0.408,0.422,14,19,40,45,0.35,0.422,32,17,38,20,0.842,0.85,16,16,41,37,72,57,23,30,7,4,17,19,3,9,130,122
2723,0021900946,03/08/2020,2019-20,Nets,Bulls,1,0,32,39,64,92,0.5,0.424,11,12,30,34,0.367,0.353,35,17,41,25,0.854,0.68,5,5,45,26,61,38,21,23,4,14,29,7,5,3,110,107
2724,0021900934,03/06/2020,2019-20,Bulls,Pacers,0,1,40,38,97,75,0.412,0.507,9,8,38,22,0.237,0.364,13,24,15,33,0.867,0.727,17,10,28,36,53,52,27,24,12,9,17,22,6,8,102,108
2725,0021900922,03/04/2020,2019-20,Timberwolves,Bulls,1,0,40,45,81,94,0.494,0.479,19,11,43,30,0.442,0.367,16,7,25,11,0.64,0.636,10,9,33,31,57,46,27,24,5,10,18,10,4,5,115,108
2726,0021900907,03/02/2020,2019-20,Bulls,Mavericks,1,0,44,40,94,84,0.468,0.476,10,12,36,42,0.278,0.286,11,15,17,20,0.647,0.75,12,9,30,35,50,55,24,26,7,9,14,18,5,5,109,107
2727,0021900887,02/29/2020,2019-20,Knicks,Bulls,1,0,47,41,85,89,0.553,0.461,8,17,20,35,0.4,0.486,23,16,33,23,0.697,0.696,17,13,33,20,63,40,29,26,6,12,17,8,4,3,125,115
2728,0021900859,02/25/2020,2019-20,Bulls,Thunder,0,1,52,42,97,76,0.536,0.553,12,14,31,30,0.387,0.467,6,26,9,35,0.667,0.743,13,7,26,30,43,48,22,25,6,8,11,12,4,7,122,124
2729,0021900845,02/23/2020,2019-20,Bulls,Wizards,1,0,45,37,81,73,0.556,0.507,18,12,37,30,0.486,0.4,18,31,28,36,0.643,0.861,10,7,27,27,47,40,27,24,15,15,29,24,4,3,126,117
2730,0021900839,02/22/2020,2019-20,Bulls,Suns,0,1,36,38,83,86,0.434,0.442,14,10,38,30,0.368,0.333,18,26,21,31,0.857,0.839,11,17,27,30,49,54,18,26,11,10,26,21,7,4,104,112
2731,0021900823,02/20/2020,2019-20,Bulls,Hornets,0,1,37,35,87,74,0.425,0.473,7,8,31,28,0.226,0.286,12,25,19,29,0.632,0.862,12,9,26,35,50,50,24,22,12,9,14,18,3,4,93,103
2732,0021900803,02/11/2020,2019-20,Wizards,Bulls,1,0,48,44,89,92,0.539,0.478,11,16,32,39,0.344,0.41,19,10,24,14,0.792,0.714,9,10,35,34,47,51,28,25,11,9,17,22,6,4,126,114
2733,0021900788,02/09/2020,2019-20,76ers,Bulls,1,0,42,43,84,88,0.5,0.489,11,12,27,32,0.407,0.375,23,13,32,17,0.719,0.765,15,14,29,28,52,48,29,23,12,8,16,18,6,3,118,111
2734,0021900740,02/02/2020,2019-20,Raptors,Bulls,1,0,47,35,84,90,0.56,0.389,16,15,34,48,0.471,0.313,19,17,23,26,0.826,0.654,12,17,34,24,54,51,28,25,6,10,15,16,5,0,129,102
2735,0021900721,01/31/2020,2019-20,Nets,Bulls,1,0,50,42,80,86,0.625,0.488,15,12,31,34,0.484,0.353,18,22,25,26,0.72,0.846,5,11,32,27,42,43,31,27,8,7,20,14,5,3,133,118
2736,0021900708,01/29/2020,2019-20,Pacers,Bulls,1,0,46,45,89,85,0.517,0.529,7,6,27,33,0.259,0.182,16,10,22,15,0.727,0.667,13,6,33,28,56,38,26,26,8,10,19,20,2,3,115,106
2737,0021900695,01/27/2020,2019-20,Bulls,Spurs,1,0,42,38,93,82,0.452,0.463,14,10,37,25,0.378,0.4,12,23,15,34,0.8,0.676,14,12,36,35,53,56,28,21,8,2,12,12,2,6,110,109
2738,0021900674,01/24/2020,2019-20,Bulls,Kings,0,1,31,35,79,81,0.392,0.432,8,10,37,32,0.216,0.313,11,18,14,21,0.786,0.857,8,7,35,35,52,48,23,24,6,8,21,14,4,8,81,98
2739,0021900661,01/22/2020,2019-20,Bulls,Timberwolves,1,0,39,41,84,86,0.464,0.477,9,15,30,44,0.3,0.341,30,13,37,24,0.811,0.542,12,10,38,33,58,50,21,27,9,7,13,18,2,3,117,110
2740,0021900647,01/20/2020,2019-20,Bucks,Bulls,1,0,45,34,77,92,0.584,0.37,11,14,26,48,0.423,0.292,10,16,23,18,0.435,0.889,3,7,45,32,61,44,34,18,7,11,23,17,5,2,111,98
2741,0021900620,01/17/2020,2019-20,76ers,Bulls,1,0,40,35,82,81,0.488,0.432,9,8,29,35,0.31,0.229,11,11,11,15,1.0,0.733,9,6,35,31,46,46,30,21,9,8,13,17,7,3,100,89
2742,0021900607,01/15/2020,2019-20,Bulls,Wizards,1,0,43,37,85,79,0.506,0.468,14,11,38,27,0.368,0.407,15,21,22,26,0.682,0.808,8,7,33,31,50,46,26,25,11,8,15,17,5,6,115,106
2743,0021900579,01/11/2020,2019-20,Pistons,Bulls,0,1,36,42,78,83,0.462,0.506,9,11,28,35,0.321,0.314,18,13,27,14,0.667,0.929,12,9,30,29,51,42,22,24,7,11,19,15,4,6,99,108
2744,0021900570,01/10/2020,2019-20,Bulls,Pacers,0,1,37,48,80,84,0.463,0.571,18,11,41,30,0.439,0.367,13,9,16,14,0.813,0.643,6,8,30,38,40,47,16,31,6,9,16,14,3,5,105,116
2745,0021900545,01/06/2020,2019-20,Mavericks,Bulls,1,0,44,46,84,98,0.524,0.469,16,9,41,31,0.39,0.29,14,9,19,11,0.737,0.818,11,17,32,28,50,49,25,25,5,10,15,9,6,6,118,110
2746,0021900511,01/02/2020,2019-20,Bulls,Jazz,0,1,37,37,94,76,0.394,0.487,11,11,36,30,0.306,0.367,13,17,17,22,0.765,0.773,15,7,30,35,55,50,22,24,8,5,11,17,5,6,98,102
2747,0021900493,12/30/2019,2019-20,Bulls,Bucks,0,1,40,46,107,84,0.374,0.548,17,11,44,32,0.386,0.344,5,20,8,24,0.625,0.833,14,10,29,49,49,63,26,29,10,6,10,18,2,9,102,123
2748,0021900448,12/23/2019,2019-20,Magic,Bulls,1,0,39,35,81,88,0.481,0.398,10,13,26,37,0.385,0.351,15,12,23,15,0.652,0.8,6,11,40,36,53,53,23,20,10,7,13,17,13,5,103,95
2749,0021900432,12/21/2019,2019-20,Pistons,Bulls,0,1,40,40,87,77,0.46,0.519,16,18,35,35,0.457,0.514,11,21,12,25,0.917,0.84,6,11,23,35,34,55,30,21,14,8,16,21,4,4,107,119
2750,0021900409,12/18/2019,2019-20,Wizards,Bulls,0,1,34,39,95,97,0.358,0.402,14,11,45,37,0.311,0.297,27,21,32,24,0.844,0.875,14,11,41,42,68,59,21,25,8,10,16,15,7,6,109,110
2751,0021900399,12/16/2019,2019-20,Thunder,Bulls,1,0,35,43,69,87,0.507,0.494,16,9,34,31,0.471,0.29,23,11,28,13,0.821,0.846,9,5,33,26,48,37,21,27,8,17,26,14,6,6,109,106
2752,0021900382,12/14/2019,2019-20,Bulls,Clippers,1,0,40,35,85,80,0.471,0.438,14,10,31,22,0.452,0.455,15,26,18,36,0.833,0.722,12,8,38,32,53,50,21,20,12,9,18,15,9,4,109,106
2753,0021900375,12/13/2019,2019-20,Bulls,Hornets,0,1,27,30,90,79,0.3,0.38,7,6,34,31,0.206,0.194,12,17,14,21,0.857,0.81,11,11,34,49,50,68,20,21,11,9,14,21,7,5,73,83
2754,0021900345,12/09/2019,2019-20,Bulls,Raptors,0,1,35,34,89,90,0.393,0.378,12,7,46,29,0.261,0.241,10,18,14,26,0.714,0.692,9,14,36,40,54,68,30,19,6,8,17,17,4,9,92,93
2755,0021900337,12/08/2019,2019-20,Heat,Bulls,1,0,32,35,77,80,0.416,0.438,11,13,35,36,0.314,0.361,35,22,44,27,0.795,0.815,10,6,33,33,58,46,20,20,9,8,17,15,2,1,110,105
2756,0021900325,12/06/2019,2019-20,Bulls,Warriors,0,1,39,38,88,71,0.443,0.535,17,9,41,24,0.415,0.375,3,15,5,22,0.6,0.682,10,6,27,33,40,51,21,24,11,9,15,20,2,4,98,100
2757,0021900311,12/04/2019,2019-20,Bulls,Grizzlies,1,0,33,37,77,96,0.429,0.385,13,7,33,30,0.394,0.233,27,18,37,21,0.73,0.857,10,11,40,35,58,58,22,24,5,14,21,14,13,6,106,99
2758,0021900298,12/02/2019,2019-20,Kings,Bulls,0,1,40,36,83,75,0.482,0.48,9,16,33,37,0.273,0.432,17,25,20,29,0.85,0.862,10,3,31,29,48,41,22,20,7,9,18,18,5,0,106,113
2759,0021900278,11/29/2019,2019-20,Trail Blazers,Bulls,1,0,38,36,84,94,0.452,0.383,10,14,30,38,0.333,0.368,21,17,28,25,0.75,0.68,8,11,41,36,59,60,20,24,6,8,13,11,11,2,107,103
2760,0021900266,11/27/2019,2019-20,Warriors,Bulls,1,0,37,34,81,89,0.457,0.382,11,10,29,29,0.379,0.345,19,12,26,18,0.731,0.667,13,14,41,28,61,51,31,20,12,14,21,18,9,4,104,90
2761,0021900247,11/25/2019,2019-20,Bulls,Trail Blazers,0,1,36,46,86,89,0.419,0.517,9,8,39,27,0.231,0.296,13,17,20,22,0.65,0.773,8,13,29,42,44,61,24,23,8,8,17,15,4,5,94,117
2762,0021900226,11/23/2019,2019-20,Hornets,Bulls,0,1,44,43,80,95,0.55,0.453,12,22,28,47,0.429,0.468,15,8,22,12,0.682,0.667,10,13,33,26,52,47,26,27,5,12,20,13,7,3,115,116
2763,0021900219,11/22/2019,2019-20,Bulls,Heat,0,1,41,39,90,79,0.456,0.494,10,14,30,38,0.333,0.368,16,24,20,28,0.8,0.857,14,9,27,35,44,53,23,33,11,10,13,19,3,3,108,116
2764,0021900209,11/20/2019,2019-20,Bulls,Pistons,1,0,39,28,91,83,0.429,0.337,14,8,27,33,0.519,0.242,17,25,26,32,0.654,0.781,12,12,43,34,69,54,25,23,9,6,15,17,7,8,109,89
2765,0021900192,11/18/2019,2019-20,Bulls,Bucks,0,1,39,38,97,82,0.402,0.463,12,15,34,41,0.353,0.366,11,24,14,35,0.786,0.686,13,8,37,40,56,60,25,24,6,12,15,15,6,9,101,115
2766,0021900175,11/16/2019,2019-20,Bulls,Nets,0,1,32,40,91,88,0.352,0.455,9,10,39,43,0.231,0.233,38,27,41,31,0.927,0.871,17,5,39,35,66,48,15,30,8,10,20,15,2,9,111,117
2767,0021900163,11/14/2019,2019-20,Bucks,Bulls,1,0,42,38,88,93,0.477,0.409,6,18,33,43,0.182,0.419,34,21,47,25,0.723,0.84,17,10,41,35,64,54,24,25,9,14,22,20,4,1,124,115
2768,0021900149,11/12/2019,2019-20,Bulls,Knicks,1,0,41,36,81,88,0.506,0.409,14,10,33,32,0.424,0.313,24,20,31,31,0.774,0.645,9,13,37,25,58,52,22,27,9,12,20,18,2,1,120,102
2769,0021900129,11/09/2019,2019-20,Bulls,Rockets,0,1,37,39,98,83,0.378,0.47,4,19,32,44,0.125,0.432,16,20,18,28,0.889,0.714,11,9,35,46,53,62,21,18,14,12,15,24,5,7,94,117
2770,0021900100,11/05/2019,2019-20,Bulls,Lakers,0,1,43,45,85,92,0.506,0.489,14,11,32,33,0.438,0.333,12,17,23,24,0.522,0.708,7,12,35,37,52,55,22,26,11,10,16,16,4,10,112,118
2771,0021900085,11/03/2019,2019-20,Pacers,Bulls,1,0,40,36,85,84,0.471,0.429,8,9,26,29,0.308,0.31,20,14,27,25,0.741,0.56,10,6,39,36,56,55,28,27,6,8,18,18,10,2,108,95
2772,0021900073,11/01/2019,2019-20,Bulls,Pistons,1,0,39,41,89,85,0.438,0.482,16,6,40,29,0.4,0.207,18,18,23,24,0.783,0.75,11,10,31,37,50,55,29,21,6,11,17,16,1,8,112,106
2773,0021900042,10/28/2019,2019-20,Knicks,Bulls,1,0,38,36,91,85,0.418,0.424,9,9,29,35,0.31,0.257,20,17,32,21,0.625,0.81,25,8,38,30,74,44,19,19,3,6,17,10,6,5,105,98
2774,0021900031,10/26/2019,2019-20,Bulls,Raptors,0,1,29,38,97,82,0.299,0.463,9,15,35,42,0.257,0.357,17,17,25,18,0.68,0.944,12,10,33,49,56,65,18,27,9,9,15,24,2,12,84,108
2775,0021900020,10/25/2019,2019-20,Grizzlies,Bulls,0,1,39,40,94,93,0.415,0.43,10,12,29,42,0.345,0.286,14,18,20,24,0.7,0.75,15,9,41,36,63,57,24,18,8,14,18,14,6,7,102,110
2776,0021900003,10/23/2019,2019-20,Hornets,Bulls,1,0,45,49,88,105,0.511,0.467,23,9,44,30,0.523,0.3,13,18,16,22,0.813,0.818,9,20,32,29,48,58,28,25,3,11,19,12,4,4,126,125
2777,0021901313,08/13/2020,2019-20,Suns,Mavericks,1,0,49,39,89,89,0.551,0.438,14,8,34,26,0.412,0.308,16,16,21,19,0.762,0.842,7,11,38,32,51,47,34,17,6,3,6,11,4,4,128,102
2778,0021901300,08/11/2020,2019-20,Mavericks,Trail Blazers,0,1,42,46,81,98,0.519,0.469,20,15,44,38,0.455,0.395,27,27,33,29,0.818,0.931,5,12,32,36,46,53,28,18,4,9,17,8,5,3,131,134
2779,0021901293,08/10/2020,2019-20,Jazz,Mavericks,0,1,39,48,82,85,0.476,0.565,21,12,46,24,0.457,0.5,15,14,20,16,0.75,0.875,11,4,27,30,45,42,28,29,5,6,12,8,6,3,114,122
2780,0021901284,08/08/2020,2019-20,Mavericks,Bucks,1,0,48,47,115,99,0.417,0.475,17,15,53,44,0.321,0.341,23,23,25,34,0.92,0.676,11,9,43,46,66,66,37,26,6,3,7,13,2,9,136,132
2781,0021901271,08/06/2020,2019-20,Mavericks,Clippers,0,1,39,50,87,92,0.448,0.543,17,14,48,31,0.354,0.452,16,12,21,15,0.762,0.8,8,9,29,36,42,56,24,22,3,3,8,8,4,3,111,126
2782,0021901257,08/04/2020,2019-20,Kings,Mavericks,0,1,43,33,104,90,0.413,0.367,16,9,43,41,0.372,0.22,8,39,12,50,0.667,0.78,8,17,39,44,60,73,26,22,8,4,11,17,3,2,110,114
2783,0021901249,08/02/2020,2019-20,Suns,Mavericks,1,0,42,38,93,93,0.452,0.409,12,6,33,31,0.364,0.194,21,33,23,37,0.913,0.892,6,10,43,39,55,57,22,22,5,8,11,8,4,5,117,115
2784,0021901238,07/31/2020,2019-20,Mavericks,Rockets,0,1,50,52,105,101,0.476,0.515,21,19,49,48,0.429,0.396,28,30,38,39,0.737,0.769,13,7,42,36,69,54,30,26,7,12,20,9,4,10,149,153
2785,0021900973,03/11/2020,2019-20,Mavericks,Nuggets,1,0,42,39,92,83,0.457,0.47,12,14,35,39,0.343,0.359,17,5,23,8,0.739,0.625,13,3,39,37,60,43,23,23,9,6,11,16,2,4,113,97
2786,0021900965,03/10/2020,2019-20,Spurs,Mavericks,1,0,46,42,89,92,0.517,0.457,15,17,32,44,0.469,0.386,12,8,15,11,0.8,0.727,6,7,34,35,47,52,32,23,11,8,12,14,10,3,119,109
2787,0021900952,03/08/2020,2019-20,Mavericks,Pacers,0,1,39,46,91,88,0.429,0.523,14,8,43,23,0.326,0.348,17,12,25,18,0.68,0.667,9,6,33,41,50,58,19,23,7,5,11,11,5,6,109,112
2788,0021900937,03/06/2020,2019-20,Mavericks,Grizzlies,1,0,45,39,95,84,0.474,0.464,18,9,47,30,0.383,0.3,13,9,17,13,0.765,0.692,13,9,35,38,52,51,30,29,11,7,11,19,9,4,121,96
2789,0021900896,03/01/2020,2019-20,Timberwolves,Mavericks,0,1,36,44,99,94,0.364,0.468,13,11,42,40,0.31,0.275,6,12,15,19,0.4,0.632,14,6,43,50,62,67,19,28,9,10,14,14,3,7,91,111
2790,0021900880,02/28/2020,2019-20,Heat,Mavericks,1,0,41,40,79,84,0.519,0.476,17,21,35,50,0.486,0.42,27,17,36,19,0.75,0.895,6,4,34,31,54,39,30,25,6,0,11,11,2,3,126,118
2791,0021900869,02/26/2020,2019-20,Spurs,Mavericks,0,1,39,36,92,86,0.424,0.419,11,17,33,45,0.333,0.378,14,20,19,30,0.737,0.667,13,5,42,38,62,56,22,25,8,11,16,16,7,9,103,109
2792,0021900854,02/24/2020,2019-20,Mavericks,Timberwolves,1,0,51,42,101,95,0.505,0.442,16,15,44,42,0.364,0.357,21,24,28,34,0.75,0.706,14,7,40,35,65,55,28,16,7,4,13,12,3,6,139,123
2793,0021900826,02/21/2020,2019-20,Magic,Mavericks,0,1,41,43,104,84,0.394,0.512,9,15,43,38,0.209,0.395,15,21,19,26,0.789,0.808,16,8,32,42,55,58,21,26,11,6,8,16,2,7,106,122
2794,0021900814,02/12/2020,2019-20,Mavericks,Kings,1,0,48,41,85,99,0.565,0.414,17,12,40,39,0.425,0.308,17,17,21,22,0.81,0.773,3,10,44,30,56,48,34,26,1,7,12,5,7,2,130,111
2795,0021900798,02/10/2020,2019-20,Mavericks,Jazz,0,1,39,46,83,78,0.47,0.59,15,15,43,35,0.349,0.429,26,16,31,21,0.839,0.762,4,10,22,35,34,52,24,27,8,5,7,21,3,2,119,123
2796,0021900778,02/08/2020,2019-20,Hornets,Mavericks,0,1,38,44,87,87,0.437,0.506,11,17,36,35,0.306,0.486,13,11,18,11,0.722,1.0,12,11,27,35,45,52,15,29,5,5,11,12,4,6,100,116
2797,0021900770,02/07/2020,2019-20,Wizards,Mavericks,1,0,45,42,90,91,0.5,0.462,19,16,38,40,0.5,0.4,10,18,13,21,0.769,0.857,8,15,31,34,45,55,28,27,8,7,13,14,4,2,119,118
2798,0021900761,02/05/2020,2019-20,Mavericks,Grizzlies,0,1,34,47,94,89,0.362,0.528,17,12,43,25,0.395,0.48,22,15,24,20,0.917,0.75,12,10,30,42,49,60,19,27,5,6,9,11,6,4,107,121
2799,0021900743,02/03/2020,2019-20,Pacers,Mavericks,0,1,44,36,96,86,0.458,0.419,7,18,34,45,0.206,0.4,8,22,11,23,0.727,0.957,8,12,32,39,48,58,28,20,7,3,4,12,6,2,103,112
2800,0021900722,01/31/2020,2019-20,Rockets,Mavericks,1,0,45,43,98,90,0.459,0.478,21,14,45,36,0.467,0.389,17,21,20,27,0.85,0.778,7,14,30,38,47,62,25,29,11,2,7,17,5,9,128,121
2801,0021900706,01/28/2020,2019-20,Mavericks,Suns,0,1,37,51,83,86,0.446,0.593,7,12,33,28,0.212,0.429,23,19,27,21,0.852,0.905,8,8,25,31,45,42,19,34,6,10,17,13,0,4,104,133
2802,0021900697,01/27/2020,2019-20,Thunder,Mavericks,0,1,34,41,86,99,0.395,0.414,12,19,30,51,0.4,0.373,17,6,19,9,0.895,0.667,6,12,42,44,53,62,23,21,2,3,10,9,4,3,97,107
2803,0021900680,01/25/2020,2019-20,Jazz,Mavericks,1,0,40,42,91,97,0.44,0.433,15,16,43,41,0.349,0.39,17,7,22,13,0.773,0.538,12,10,42,34,62,55,22,19,5,6,13,9,6,3,112,107
2804,0021900668,01/23/2020,2019-20,Trail Blazers,Mavericks,0,1,46,48,91,93,0.505,0.516,21,22,39,47,0.538,0.468,12,15,15,24,0.8,0.625,11,12,32,29,53,49,20,27,4,5,15,9,4,7,125,133
2805,0021900653,01/21/2020,2019-20,Mavericks,Clippers,0,1,39,36,91,97,0.429,0.371,12,12,43,38,0.279,0.316,17,26,24,33,0.708,0.788,12,20,37,37,61,66,23,19,7,9,13,11,8,3,107,110
2806,0021900625,01/17/2020,2019-20,Mavericks,Trail Blazers,1,0,39,44,89,85,0.438,0.518,20,9,47,30,0.426,0.3,22,15,28,22,0.786,0.682,13,8,30,32,56,48,19,25,6,6,13,12,4,5,120,112
2807,0021900612,01/15/2020,2019-20,Kings,Mavericks,0,1,50,47,96,92,0.521,0.511,12,13,33,40,0.364,0.325,11,20,20,24,0.55,0.833,11,13,31,34,51,53,28,24,5,4,8,11,0,2,123,127
2808,0021900602,01/14/2020,2019-20,Warriors,Mavericks,0,1,39,49,87,96,0.448,0.51,9,13,32,37,0.281,0.351,10,13,13,21,0.769,0.619,7,15,29,38,44,62,27,23,4,5,14,8,1,2,97,124
2809,0021900581,01/11/2020,2019-20,Mavericks,76ers,1,0,40,37,79,98,0.506,0.378,11,9,27,37,0.407,0.243,18,8,27,12,0.667,0.667,11,14,43,29,66,47,22,22,4,11,16,4,8,5,109,91
2810,0021900572,01/10/2020,2019-20,Mavericks,Lakers,0,1,39,47,96,89,0.406,0.528,11,10,38,24,0.289,0.417,25,25,37,32,0.676,0.781,17,12,30,37,62,56,19,18,4,6,9,7,3,5,114,129
2811,0021900559,01/08/2020,2019-20,Mavericks,Nuggets,0,1,39,41,77,85,0.506,0.482,12,9,35,24,0.343,0.375,16,16,24,20,0.667,0.8,6,9,32,29,44,50,27,27,8,7,13,13,6,5,106,107
2812,0021900530,01/04/2020,2019-20,Mavericks,Hornets,0,1,47,42,100,85,0.47,0.494,15,11,50,25,0.3,0.44,11,28,13,31,0.846,0.903,14,16,27,37,45,56,28,27,7,5,10,18,4,5,120,123
2813,0021900513,01/02/2020,2019-20,Mavericks,Nets,1,0,45,42,89,91,0.506,0.462,18,12,38,37,0.474,0.324,15,15,17,17,0.882,0.882,12,12,34,32,51,46,22,29,4,5,14,12,8,1,123,111
2814,0021900503,12/31/2019,2019-20,Thunder,Mavericks,1,0,39,33,91,93,0.429,0.355,6,15,27,51,0.222,0.294,22,20,28,27,0.786,0.741,18,17,38,32,66,59,18,19,7,5,12,11,5,4,106,101
2815,0021900490,12/29/2019,2019-20,Lakers,Mavericks,1,0,38,32,78,89,0.487,0.36,9,13,23,43,0.391,0.302,23,18,28,20,0.821,0.9,6,13,33,32,52,52,28,17,12,11,16,19,7,4,108,95
2816,0021900482,12/28/2019,2019-20,Warriors,Mavericks,0,1,45,48,93,92,0.484,0.522,18,24,39,51,0.462,0.471,13,21,17,21,0.765,1.0,9,9,33,37,46,50,28,35,4,11,13,13,3,7,121,141
2817,0021900463,12/26/2019,2019-20,Mavericks,Spurs,1,0,38,40,90,83,0.422,0.482,16,8,40,29,0.4,0.276,10,10,15,15,0.667,0.667,13,5,39,40,57,48,22,18,7,9,14,13,3,7,102,98
2818,0021900439,12/22/2019,2019-20,Raptors,Mavericks,1,0,37,35,94,90,0.394,0.389,10,15,34,46,0.294,0.326,26,22,31,27,0.839,0.815,14,14,37,39,61,61,21,27,12,6,12,17,5,4,110,107
