,MATCHID,DATE,SEASON,HOME,AWAY,W_HOME,W_AWAY,HOME_FG,AWAY_FG,HOME_FGA,AWAY_FGA,HOME_FG_PCT,AWAY_FG_PCT,HOME_FG3,AWAY_FG3,HOME_FG3A,AWAY_FG3A,HOME_FG3_PCT,AWAY_FG3_PCT,HOME_FT,AWAY_FT,HOME_FTA,AWAY_FTA,HOME_FT_PCT,AWAY_FT_PCT,HOME_OFF_REB,AWAY_OFF_REB,HOME_DEF_REB,AWAY_DEF_REB,HOME_TOT_REB,AWAY_TOT_REB,HOME_AST,AWAY_AST,HOME_STL,AWAY_STL,HOME_TURNOVERS,AWAY_TURNOVERS,HOME_BLK,AWAY_BLK,HOME_PTS,AWAY_PTS
576,0021700063,10/25/2017,2017-18,Warriors,Raptors,1,0,43,43,77,94,0.558,0.457,12,8,26,34,0.462,0.235,19,18,22,19,0.864,0.947,6,17,31,25,41,48,32,30,10,10,17,18,7,6,117,112
577,0021700033,10/21/2017,2017-18,Grizzlies,Warriors,1,0,36,33,77,84,0.468,0.393,10,12,27,38,0.37,0.316,29,23,37,27,0.784,0.852,6,12,34,34,49,55,20,20,8,10,14,17,4,7,111,101
578,0021700002,10/17/2017,2017-18,Warriors,Rockets,0,1,43,47,80,97,0.538,0.485,16,15,30,41,0.533,0.366,19,13,21,19,0.905,0.684,6,10,35,33,42,53,34,28,5,9,17,13,9,5,121,122
579,0021701230,04/11/2018,2017-18,Kings,Rockets,1,0,38,31,80,82,0.475,0.378,7,13,26,46,0.269,0.283,13,8,20,12,0.65,0.667,6,8,42,32,57,47,22,11,6,2,11,14,3,6,96,83
580,0021701218,04/10/2018,2017-18,Lakers,Rockets,0,1,38,37,90,88,0.422,0.42,10,16,36,47,0.278,0.34,13,15,15,16,0.867,0.938,9,8,38,41,52,54,22,19,14,9,17,19,4,5,99,105
581,0021701194,04/07/2018,2017-18,Rockets,Thunder,0,1,36,36,76,91,0.474,0.396,14,10,37,33,0.378,0.303,16,26,23,33,0.696,0.788,6,15,35,27,52,57,23,21,7,11,18,11,5,5,102,108
582,0021701177,04/05/2018,2017-18,Rockets,Trail Blazers,1,0,34,39,73,85,0.466,0.459,13,7,37,22,0.351,0.318,15,9,24,14,0.625,0.643,6,12,32,35,45,54,16,16,10,10,17,18,5,2,96,94
583,0021701161,04/03/2018,2017-18,Rockets,Wizards,1,0,43,38,84,72,0.512,0.528,16,12,46,25,0.348,0.48,18,16,27,23,0.667,0.696,10,3,36,33,53,38,26,25,13,6,12,17,3,1,120,104
584,0021701145,04/01/2018,2017-18,Spurs,Rockets,1,0,40,26,81,77,0.494,0.338,6,7,17,31,0.353,0.226,14,24,21,29,0.667,0.828,8,8,40,34,53,51,19,12,8,3,9,10,8,3,100,83
585,0021701132,03/30/2018,2017-18,Rockets,Suns,1,0,35,41,81,84,0.432,0.488,14,12,38,32,0.368,0.375,20,9,29,13,0.69,0.692,8,8,31,38,46,56,22,23,9,8,10,18,7,5,104,103
586,0021701074,03/22/2018,2017-18,Rockets,Pistons,1,0,35,40,99,95,0.354,0.421,12,6,51,38,0.235,0.158,18,10,28,19,0.643,0.526,12,16,40,50,66,72,19,22,9,9,13,17,3,5,100,96
587,0021701064,03/20/2018,2017-18,Trail Blazers,Rockets,0,1,40,38,81,79,0.494,0.481,11,19,28,36,0.393,0.528,20,20,27,29,0.741,0.69,10,7,34,31,48,50,20,18,6,3,8,9,7,4,111,115
588,0021701048,03/18/2018,2017-18,Timberwolves,Rockets,0,1,45,43,86,78,0.523,0.551,10,16,20,35,0.5,0.457,20,27,26,36,0.769,0.75,14,8,27,25,51,40,24,28,7,7,14,11,1,8,120,129
589,0021701023,03/15/2018,2017-18,Rockets,Clippers,1,0,35,44,90,97,0.389,0.454,12,4,41,18,0.293,0.222,19,4,23,8,0.826,0.5,16,11,34,34,59,57,20,16,4,3,11,9,9,4,101,96
590,0021701001,03/12/2018,2017-18,Rockets,Spurs,1,0,39,33,80,81,0.488,0.407,13,11,44,28,0.295,0.393,18,16,23,23,0.783,0.696,9,7,41,29,57,44,24,20,6,5,17,13,4,2,109,93
591,0021700979,03/09/2018,2017-18,Raptors,Rockets,1,0,41,40,85,81,0.482,0.494,15,9,38,27,0.395,0.333,11,16,14,23,0.786,0.696,12,7,30,29,51,44,22,15,7,9,17,14,2,3,108,105
592,0021700968,03/07/2018,2017-18,Bucks,Rockets,0,1,38,39,83,82,0.458,0.476,9,14,28,40,0.321,0.35,14,18,19,27,0.737,0.667,6,12,32,35,46,56,21,22,9,9,14,16,3,5,99,110
593,0021700960,03/06/2018,2017-18,Thunder,Rockets,0,1,46,38,93,72,0.495,0.528,12,17,34,33,0.353,0.515,8,29,11,34,0.727,0.853,12,7,22,30,45,44,18,25,12,11,20,21,4,7,112,122
594,0021700921,02/28/2018,2017-18,Clippers,Rockets,0,1,36,36,79,85,0.456,0.424,7,13,23,43,0.304,0.302,13,20,19,24,0.684,0.833,4,10,35,31,53,49,17,21,6,11,18,10,2,5,92,105
595,0021700905,02/26/2018,2017-18,Jazz,Rockets,0,1,31,34,71,79,0.437,0.43,7,9,29,33,0.241,0.273,16,19,22,25,0.727,0.76,7,9,32,31,49,48,21,15,6,15,22,16,4,2,85,96
596,0021700877,02/23/2018,2017-18,Rockets,Timberwolves,1,0,40,40,83,94,0.482,0.426,14,10,38,26,0.368,0.385,26,12,30,16,0.867,0.75,14,16,36,27,55,50,24,19,6,6,12,11,2,3,120,102
597,0021700860,02/14/2018,2017-18,Rockets,Kings,1,0,33,38,83,87,0.398,0.437,14,10,49,32,0.286,0.313,20,5,22,8,0.909,0.625,7,9,41,39,52,52,19,26,10,8,14,17,5,5,100,91
598,0021700849,02/13/2018,2017-18,Timberwolves,Rockets,0,1,40,41,84,83,0.476,0.494,6,22,23,47,0.261,0.468,22,22,23,29,0.957,0.759,9,9,31,28,48,46,22,25,3,1,9,6,4,4,108,126
599,0021700806,02/07/2018,2017-18,Heat,Rockets,0,1,39,38,88,74,0.443,0.514,13,12,32,31,0.406,0.387,10,21,12,26,0.833,0.808,15,4,26,31,48,44,23,16,3,8,13,10,3,6,101,109
600,0021700800,02/06/2018,2017-18,Nets,Rockets,0,1,41,45,85,81,0.482,0.556,16,16,35,33,0.457,0.485,15,17,17,21,0.882,0.81,10,8,27,32,41,45,24,16,8,7,11,11,2,7,113,123
601,0021700764,02/01/2018,2017-18,Spurs,Rockets,0,1,35,37,83,83,0.422,0.446,6,14,24,42,0.25,0.333,15,14,17,17,0.882,0.824,9,7,37,31,55,44,21,20,7,10,16,9,5,7,91,102
602,0021700748,01/30/2018,2017-18,Rockets,Magic,1,0,39,42,77,83,0.506,0.506,13,15,35,31,0.371,0.484,23,8,28,10,0.821,0.8,8,7,32,26,48,38,17,26,5,6,12,12,5,4,114,107
603,0021700732,01/28/2018,2017-18,Rockets,Suns,1,0,32,36,72,85,0.444,0.424,11,8,37,33,0.297,0.242,38,22,49,26,0.776,0.846,5,7,38,36,56,48,17,17,8,7,13,13,2,2,113,102
604,0021700689,01/22/2018,2017-18,Rockets,Heat,1,0,36,39,81,82,0.444,0.476,15,7,37,30,0.405,0.233,12,5,18,9,0.667,0.556,8,9,30,33,47,51,20,18,10,7,14,18,3,4,99,90
605,0021700665,01/18/2018,2017-18,Rockets,Timberwolves,1,0,42,38,88,81,0.477,0.469,17,8,39,24,0.436,0.333,15,14,17,21,0.882,0.667,11,8,34,32,50,48,24,24,11,8,10,11,5,8,116,98
606,0021700648,01/15/2018,2017-18,Clippers,Rockets,1,0,44,38,79,94,0.557,0.404,10,13,25,44,0.4,0.295,15,13,20,16,0.75,0.813,4,13,37,24,50,49,30,21,6,9,19,14,10,4,113,102
607,0021700626,01/12/2018,2017-18,Suns,Rockets,0,1,37,39,80,94,0.463,0.415,14,15,33,47,0.424,0.319,7,19,9,22,0.778,0.864,4,14,34,39,45,58,27,18,5,11,19,11,3,4,95,112
608,0021700608,01/10/2018,2017-18,Rockets,Trail Blazers,1,0,45,40,100,83,0.45,0.482,12,9,38,26,0.316,0.346,19,23,25,32,0.76,0.719,17,6,32,34,58,55,25,21,7,5,13,14,5,6,121,112
609,0021700580,01/06/2018,2017-18,Pistons,Rockets,1,0,38,38,75,90,0.507,0.422,12,15,25,47,0.48,0.319,20,10,27,11,0.741,0.909,5,12,30,30,49,48,21,29,8,5,13,15,4,4,108,101
610,0021700554,01/03/2018,2017-18,Magic,Rockets,0,1,35,42,91,89,0.385,0.472,6,15,31,34,0.194,0.441,22,17,25,21,0.88,0.81,9,9,39,42,53,57,16,25,7,6,12,16,3,3,98,116
611,0021700540,12/31/2017,2017-18,Rockets,Lakers,1,0,49,53,106,105,0.462,0.505,18,10,52,25,0.346,0.4,32,26,39,37,0.821,0.703,15,15,28,39,58,69,29,31,7,6,12,16,9,4,148,142
612,0021700521,12/29/2017,2017-18,Wizards,Rockets,1,0,47,38,88,89,0.534,0.427,18,14,36,48,0.5,0.292,9,13,12,16,0.75,0.813,10,8,35,27,55,43,23,15,12,11,18,14,5,2,121,103
613,0021700496,12/25/2017,2017-18,Thunder,Rockets,1,0,43,35,79,81,0.544,0.432,8,12,18,37,0.444,0.324,18,25,23,31,0.783,0.806,9,12,31,26,46,47,21,23,9,11,15,14,10,4,112,107
614,0021700475,12/22/2017,2017-18,Rockets,Clippers,0,1,36,43,78,91,0.462,0.473,17,18,40,42,0.425,0.429,29,24,35,31,0.829,0.774,9,9,34,29,52,51,16,24,4,8,18,8,4,5,118,128
615,0021700459,12/20/2017,2017-18,Rockets,Lakers,0,1,37,40,90,85,0.411,0.471,17,15,42,35,0.405,0.429,25,27,32,43,0.781,0.628,12,10,35,37,59,62,19,27,7,8,15,10,5,5,116,122
616,0021700445,12/18/2017,2017-18,Rockets,Jazz,1,0,40,42,77,91,0.519,0.462,17,8,43,27,0.395,0.296,23,7,27,8,0.852,0.875,12,5,40,27,55,36,25,17,5,12,14,6,7,1,120,99
617,0021700433,12/16/2017,2017-18,Rockets,Bucks,1,0,35,38,76,82,0.461,0.463,11,8,35,27,0.314,0.296,34,27,42,33,0.81,0.818,4,8,34,32,48,51,16,17,7,12,15,14,4,7,115,111
618,0021700428,12/15/2017,2017-18,Rockets,Spurs,1,0,43,46,91,94,0.473,0.489,18,10,50,26,0.36,0.385,20,7,25,13,0.8,0.538,12,12,33,27,58,49,20,22,15,10,14,17,3,5,124,109
619,0021700412,12/13/2017,2017-18,Rockets,Hornets,1,0,39,36,88,87,0.443,0.414,17,4,45,21,0.378,0.19,13,20,19,27,0.684,0.741,6,12,39,44,49,64,24,14,7,4,10,12,5,5,108,96
620,0021700384,12/09/2017,2017-18,Trail Blazers,Rockets,0,1,45,40,88,75,0.511,0.533,18,10,41,25,0.439,0.4,9,34,12,42,0.75,0.81,7,7,26,28,45,44,19,14,4,13,16,12,5,2,117,124
621,0021700366,12/07/2017,2017-18,Jazz,Rockets,0,1,34,38,77,81,0.442,0.469,11,18,30,42,0.367,0.429,22,18,27,24,0.815,0.75,4,8,28,38,40,57,17,22,10,10,13,17,5,5,101,112
622,0021700338,12/03/2017,2017-18,Lakers,Rockets,0,1,32,45,84,90,0.381,0.5,9,14,28,37,0.321,0.378,22,14,30,17,0.733,0.824,11,7,34,36,60,48,16,17,9,10,21,15,6,4,95,118
623,0021700308,11/29/2017,2017-18,Rockets,Pacers,1,0,42,42,86,88,0.488,0.477,18,7,40,28,0.45,0.25,16,6,21,6,0.762,1.0,10,6,39,30,57,38,26,18,9,9,15,14,0,7,118,97
624,0021700294,11/27/2017,2017-18,Rockets,Nets,1,0,42,40,86,86,0.488,0.465,20,10,50,39,0.4,0.256,13,13,20,17,0.65,0.765,8,6,34,37,53,48,31,24,8,5,15,14,4,4,117,103
625,0021700282,11/25/2017,2017-18,Rockets,Knicks,1,0,41,42,94,85,0.436,0.494,18,4,47,17,0.383,0.235,17,14,22,19,0.773,0.737,9,6,33,34,51,55,30,29,12,4,8,18,6,3,117,102
626,0021700232,11/18/2017,2017-18,Grizzlies,Rockets,0,1,31,35,86,78,0.36,0.449,7,18,27,43,0.259,0.419,14,17,19,21,0.737,0.81,15,9,33,36,55,52,18,21,6,8,13,16,7,9,83,105
627,0021700216,11/16/2017,2017-18,Suns,Rockets,0,1,47,43,104,90,0.452,0.478,10,21,30,44,0.333,0.477,12,35,21,38,0.571,0.921,16,12,31,39,62,54,28,27,9,9,15,14,5,9,116,142
628,0021700202,11/14/2017,2017-18,Rockets,Raptors,0,1,33,41,79,78,0.418,0.526,12,14,39,30,0.308,0.467,35,33,41,42,0.854,0.786,14,5,34,31,57,41,21,28,4,11,19,13,4,4,113,129
629,0021700190,11/12/2017,2017-18,Pacers,Rockets,0,1,37,43,83,90,0.446,0.478,8,17,22,47,0.364,0.362,13,15,21,18,0.619,0.833,7,10,34,37,51,53,18,24,5,10,13,13,7,5,95,118
630,0021700180,11/11/2017,2017-18,Rockets,Grizzlies,1,0,37,38,83,79,0.446,0.481,16,6,45,20,0.356,0.3,21,14,28,18,0.75,0.778,11,5,35,36,52,46,18,23,14,9,15,20,4,5,111,96
631,0021700140,11/05/2017,2017-18,Rockets,Jazz,1,0,48,38,81,88,0.593,0.432,23,13,39,34,0.59,0.382,18,21,21,24,0.857,0.875,5,8,37,25,48,41,26,22,9,7,20,13,7,3,137,110
632,0021700111,11/01/2017,2017-18,Knicks,Rockets,0,1,39,42,90,88,0.433,0.477,8,19,26,52,0.308,0.365,11,16,13,21,0.846,0.762,6,9,36,37,51,53,23,21,8,6,19,14,1,4,97,119
633,0021700095,10/30/2017,2017-18,Rockets,76ers,0,1,33,44,83,80,0.398,0.55,13,10,47,24,0.277,0.417,28,17,38,24,0.737,0.708,10,7,25,41,46,57,17,27,12,10,15,21,3,4,107,115
634,0021700080,10/28/2017,2017-18,Grizzlies,Rockets,1,0,40,29,85,77,0.471,0.377,14,14,33,38,0.424,0.368,9,17,12,21,0.75,0.81,6,8,36,35,49,51,26,18,10,4,9,19,6,3,103,89
635,0021700070,10/27/2017,2017-18,Hornets,Rockets,0,1,33,38,88,85,0.375,0.447,11,22,29,57,0.379,0.386,16,11,28,13,0.571,0.846,11,7,33,44,58,58,16,21,6,5,9,16,5,6,93,109
636,0021700057,10/25/2017,2017-18,76ers,Rockets,0,1,43,36,97,75,0.443,0.48,12,12,36,39,0.333,0.308,6,21,10,24,0.6,0.875,12,7,31,33,57,43,29,22,14,11,16,19,7,13,104,105
637,0021700043,10/23/2017,2017-18,Rockets,Grizzlies,0,1,32,29,77,68,0.416,0.426,9,6,38,19,0.237,0.316,17,34,23,37,0.739,0.919,9,3,30,35,46,47,25,16,5,5,17,12,2,2,90,98
638,0021700013,10/18/2017,2017-18,Kings,Rockets,0,1,42,33,88,83,0.477,0.398,8,12,23,45,0.348,0.267,8,27,10,29,0.8,0.931,9,12,33,32,49,51,19,19,5,7,18,16,4,3,100,105
639,0021701228,04/11/2018,2017-18,Clippers,Lakers,0,1,41,42,83,88,0.494,0.477,6,17,18,39,0.333,0.436,12,14,28,16,0.429,0.875,8,10,33,39,53,53,27,25,8,8,17,17,1,6,100,115
640,0021701179,04/05/2018,2017-18,Jazz,Clippers,1,0,44,35,83,79,0.53,0.443,10,3,27,17,0.37,0.176,19,22,28,28,0.679,0.786,10,11,28,28,48,50,27,18,7,7,11,16,8,3,117,95
641,0021701168,04/03/2018,2017-18,Clippers,Spurs,1,0,37,39,82,88,0.451,0.443,5,8,16,24,0.313,0.333,34,24,43,28,0.791,0.857,12,10,35,29,60,47,21,24,8,13,15,12,2,10,113,110
642,0021701146,04/01/2018,2017-18,Clippers,Pacers,0,1,42,42,82,86,0.512,0.488,9,11,25,28,0.36,0.393,11,16,14,21,0.786,0.762,12,15,24,25,41,51,24,23,6,8,13,11,6,4,104,111
643,0021701137,03/30/2018,2017-18,Trail Blazers,Clippers,1,0,41,36,95,89,0.432,0.404,8,4,30,13,0.267,0.308,15,20,16,35,0.938,0.571,13,11,37,35,58,65,30,13,9,5,11,10,10,5,105,96
644,0021701122,03/28/2018,2017-18,Suns,Clippers,0,1,38,43,88,80,0.432,0.538,10,8,34,17,0.294,0.471,13,17,18,25,0.722,0.68,9,11,30,40,43,57,17,26,13,7,14,21,4,4,99,111
645,0021701115,03/27/2018,2017-18,Clippers,Bucks,1,0,40,38,86,83,0.465,0.458,15,6,28,23,0.536,0.261,10,16,18,23,0.556,0.696,8,8,33,36,53,53,23,24,8,12,15,17,4,11,105,98
646,0021701097,03/25/2018,2017-18,Raptors,Clippers,0,1,41,44,92,95,0.446,0.463,16,8,36,18,0.444,0.444,8,21,14,27,0.571,0.778,13,12,35,32,56,58,24,17,3,7,16,9,6,5,106,117
647,0021701078,03/23/2018,2017-18,Pacers,Clippers,1,0,43,42,93,76,0.462,0.553,11,10,31,26,0.355,0.385,12,10,14,14,0.857,0.714,14,5,28,27,50,40,25,24,6,4,9,14,2,3,109,104
648,0021701070,03/21/2018,2017-18,Bucks,Clippers,0,1,50,45,91,86,0.549,0.523,8,15,26,30,0.308,0.5,12,22,17,29,0.706,0.759,8,16,25,31,41,53,33,26,10,12,15,21,5,3,120,127
649,0021701060,03/20/2018,2017-18,Timberwolves,Clippers,1,0,45,40,86,93,0.523,0.43,10,8,25,24,0.4,0.333,23,21,24,26,0.958,0.808,6,11,34,30,47,53,23,21,5,4,11,12,6,5,123,109
650,0021701049,03/18/2018,2017-18,Clippers,Trail Blazers,0,1,40,46,89,92,0.449,0.5,9,14,23,29,0.391,0.483,20,16,27,20,0.741,0.8,8,8,30,39,49,57,21,24,8,7,8,13,3,6,109,122
651,0021701032,03/16/2018,2017-18,Thunder,Clippers,1,0,46,42,94,86,0.489,0.488,11,11,32,26,0.344,0.423,18,18,22,23,0.818,0.783,17,16,29,32,47,54,30,21,17,10,14,23,10,3,121,113
652,0021700991,03/10/2018,2017-18,Clippers,Magic,1,0,41,38,78,84,0.526,0.452,7,8,18,24,0.389,0.333,24,21,28,27,0.857,0.778,8,9,33,24,47,46,17,20,9,12,15,15,3,2,113,105
653,0021700948,03/04/2018,2017-18,Clippers,Nets,1,0,44,40,84,92,0.524,0.435,10,19,27,45,0.37,0.422,25,21,30,23,0.833,0.913,7,13,33,31,49,50,18,30,12,8,10,14,6,4,123,120
654,0021700935,03/02/2018,2017-18,Clippers,Knicks,1,0,50,41,89,89,0.562,0.461,9,11,25,25,0.36,0.44,19,12,24,16,0.792,0.75,14,10,37,23,58,38,34,24,14,4,11,17,6,4,128,105
655,0021700881,02/23/2018,2017-18,Suns,Clippers,0,1,45,45,103,87,0.437,0.517,9,14,31,32,0.29,0.438,18,24,31,32,0.581,0.75,16,8,32,43,58,63,22,23,12,5,12,18,5,8,117,128
656,0021700843,02/12/2018,2017-18,Nets,Clippers,0,1,41,48,89,85,0.461,0.565,12,6,40,16,0.3,0.375,7,12,10,14,0.7,0.857,10,8,27,35,42,48,27,19,10,8,13,15,6,6,101,114
657,0021700828,02/10/2018,2017-18,76ers,Clippers,1,0,43,38,90,88,0.478,0.432,13,8,33,32,0.394,0.25,13,14,17,23,0.765,0.609,6,11,39,42,48,62,32,20,12,7,12,17,8,5,112,98
658,0021700817,02/09/2018,2017-18,Pistons,Clippers,0,1,36,42,88,91,0.409,0.462,10,10,31,30,0.323,0.333,13,14,17,15,0.765,0.933,7,14,33,43,47,59,22,23,5,6,9,10,5,3,95,108
659,0021700752,01/30/2018,2017-18,Clippers,Trail Blazers,0,1,35,36,85,98,0.412,0.367,6,13,22,30,0.273,0.433,20,19,26,22,0.769,0.864,9,18,41,41,56,65,22,21,5,12,13,13,7,6,96,104
660,0021700718,01/26/2018,2017-18,Grizzlies,Clippers,0,1,39,39,81,80,0.481,0.488,8,10,27,27,0.296,0.37,14,21,18,29,0.778,0.724,8,3,35,33,51,44,31,23,1,15,20,10,9,6,100,109
661,0021700695,01/22/2018,2017-18,Clippers,Timberwolves,0,1,47,43,84,91,0.56,0.473,9,7,27,22,0.333,0.318,15,33,22,39,0.682,0.846,8,18,32,29,46,52,31,20,4,5,17,15,1,4,118,126
662,0021700681,01/20/2018,2017-18,Jazz,Clippers,1,0,45,36,82,82,0.549,0.439,11,11,28,36,0.393,0.306,24,30,32,38,0.75,0.789,11,7,45,27,62,37,21,18,9,17,21,14,3,2,125,113
663,0021700628,01/13/2018,2017-18,Clippers,Kings,1,0,46,43,82,85,0.561,0.506,12,6,31,17,0.387,0.353,22,13,26,22,0.846,0.591,5,10,34,27,45,46,29,26,11,12,16,16,5,4,126,105
664,0021700616,01/11/2018,2017-18,Kings,Clippers,0,1,42,43,85,84,0.494,0.512,8,13,26,31,0.308,0.419,23,22,28,30,0.821,0.733,10,8,34,31,50,47,23,28,9,9,16,18,3,5,115,121
665,0021700567,01/04/2018,2017-18,Clippers,Thunder,0,1,45,51,100,95,0.45,0.537,9,15,30,34,0.3,0.441,18,10,23,14,0.783,0.714,15,11,30,35,55,53,29,23,5,4,10,14,2,6,117,127
666,0021700553,01/02/2018,2017-18,Clippers,Grizzlies,1,0,39,38,71,79,0.549,0.481,9,8,23,26,0.391,0.308,26,21,31,33,0.839,0.636,4,10,30,28,43,47,23,18,5,10,19,14,3,2,113,105
667,0021700542,12/31/2017,2017-18,Clippers,Hornets,1,0,36,36,76,93,0.474,0.387,10,11,28,33,0.357,0.333,24,15,27,19,0.889,0.789,6,15,36,32,48,56,24,23,9,10,17,17,5,3,106,98
668,0021700529,12/29/2017,2017-18,Lakers,Clippers,0,1,46,42,94,86,0.489,0.488,3,9,19,32,0.158,0.281,11,28,16,34,0.688,0.824,11,15,24,34,42,61,25,23,7,7,12,16,3,6,106,121
669,0021700505,12/26/2017,2017-18,Clippers,Kings,1,0,44,40,81,96,0.543,0.417,13,7,31,22,0.419,0.318,21,8,27,12,0.778,0.667,9,10,40,27,57,46,31,25,7,11,13,10,8,7,122,95
670,0021700487,12/23/2017,2017-18,Grizzlies,Clippers,1,0,40,39,90,79,0.444,0.494,13,13,31,34,0.419,0.382,22,21,25,28,0.88,0.75,15,5,32,31,53,47,28,14,5,4,10,11,5,7,115,112
671,0021700465,12/20/2017,2017-18,Clippers,Suns,1,0,41,35,87,97,0.471,0.361,10,8,30,35,0.333,0.229,16,17,24,19,0.667,0.895,9,14,41,36,58,60,22,22,1,3,9,10,4,3,108,95
672,0021700449,12/18/2017,2017-18,Spurs,Clippers,1,0,40,37,82,84,0.488,0.44,9,9,24,29,0.375,0.31,20,8,25,16,0.8,0.5,8,8,37,34,52,50,22,21,7,12,18,18,4,4,109,91
673,0021700432,12/16/2017,2017-18,Heat,Clippers,1,0,31,35,82,80,0.378,0.438,12,8,35,28,0.343,0.286,16,7,21,14,0.762,0.5,9,12,28,34,46,62,22,18,10,3,9,18,8,5,90,85
674,0021700422,12/15/2017,2017-18,Wizards,Clippers,1,0,39,33,88,86,0.443,0.384,7,7,31,24,0.226,0.292,15,18,23,29,0.652,0.621,11,12,39,35,61,60,21,17,12,12,19,20,7,6,100,91
675,0021700405,12/13/2017,2017-18,Magic,Clippers,0,1,37,39,88,88,0.42,0.443,9,12,27,26,0.333,0.462,12,16,21,20,0.571,0.8,7,6,38,45,54,59,24,25,6,10,12,9,6,6,95,106
676,0021700396,12/11/2017,2017-18,Clippers,Raptors,1,0,34,32,92,80,0.37,0.4,8,7,36,29,0.222,0.241,20,20,24,26,0.833,0.769,14,3,43,40,62,54,18,18,6,8,12,13,7,6,96,91
677,0021700375,12/09/2017,2017-18,Clippers,Wizards,1,0,39,42,80,82,0.488,0.512,14,13,32,32,0.438,0.406,21,15,24,23,0.875,0.652,4,9,29,35,39,53,22,33,8,5,10,14,4,2,113,112
678,0021700362,12/06/2017,2017-18,Clippers,Timberwolves,0,1,44,45,99,82,0.444,0.549,10,7,32,19,0.313,0.368,9,16,15,21,0.6,0.762,17,8,26,38,50,53,23,29,6,4,9,15,3,7,107,113
679,0021700336,12/03/2017,2017-18,Timberwolves,Clippers,1,0,38,37,88,73,0.432,0.507,8,15,26,34,0.308,0.441,28,17,31,22,0.903,0.773,14,8,28,29,51,43,22,21,9,3,7,16,1,7,112,106
680,0021700317,11/30/2017,2017-18,Clippers,Jazz,0,1,38,49,70,85,0.543,0.576,10,17,29,35,0.345,0.486,21,11,30,14,0.7,0.786,10,10,26,23,42,38,23,38,8,13,19,13,6,2,107,126
681,0021700297,11/27/2017,2017-18,Clippers,Lakers,1,0,41,44,85,91,0.482,0.484,10,11,28,30,0.357,0.367,28,16,30,24,0.933,0.667,10,12,34,31,49,52,19,23,7,10,17,16,3,5,120,115
682,0021700286,11/25/2017,2017-18,Kings,Clippers,0,1,38,38,83,80,0.458,0.475,11,9,21,28,0.524,0.321,8,12,9,13,0.889,0.923,8,6,29,31,43,46,19,23,9,11,18,18,8,5,95,97
683,0021700245,11/20/2017,2017-18,Knicks,Clippers,1,0,35,30,81,80,0.432,0.375,13,10,34,32,0.382,0.313,24,15,25,21,0.96,0.714,14,10,37,26,60,43,24,20,11,12,22,22,5,3,107,85
684,0021700228,11/18/2017,2017-18,Hornets,Clippers,1,0,34,33,87,83,0.391,0.398,11,8,26,29,0.423,0.276,23,13,29,19,0.793,0.684,8,7,41,37,59,56,20,18,7,5,8,14,9,6,102,87
685,0021700200,11/13/2017,2017-18,Clippers,76ers,0,1,36,38,82,77,0.439,0.494,12,7,32,32,0.375,0.219,21,26,32,35,0.656,0.743,9,10,25,41,42,63,16,27,8,9,15,20,4,2,105,109
686,0021700172,11/10/2017,2017-18,Thunder,Clippers,1,0,40,39,78,84,0.513,0.464,11,12,26,30,0.423,0.4,29,21,40,30,0.725,0.7,11,16,29,30,48,55,23,13,8,4,11,19,7,2,120,111
687,0021700154,11/07/2017,2017-18,Spurs,Clippers,1,0,45,42,84,82,0.536,0.512,15,11,28,30,0.536,0.367,15,12,19,17,0.789,0.706,11,10,28,29,40,48,33,20,13,6,13,18,3,4,120,107
688,0021700137,11/05/2017,2017-18,Clippers,Heat,0,1,34,37,87,84,0.391,0.44,9,14,31,36,0.29,0.389,24,16,30,19,0.8,0.842,18,10,32,27,60,49,16,23,11,12,16,16,4,6,101,104
689,0021700131,11/04/2017,2017-18,Clippers,Grizzlies,0,1,38,40,83,84,0.458,0.476,4,13,26,31,0.154,0.419,24,20,31,24,0.774,0.833,15,9,28,30,51,49,18,21,7,8,13,12,7,7,104,113
690,0021700084,10/28/2017,2017-18,Clippers,Pistons,0,1,28,36,84,88,0.333,0.409,15,9,38,28,0.395,0.321,16,14,22,21,0.727,0.667,15,12,36,38,60,61,19,16,6,11,19,13,6,6,87,95
691,0021700068,10/26/2017,2017-18,Trail Blazers,Clippers,0,1,35,36,89,77,0.393,0.468,14,9,31,28,0.452,0.321,19,23,22,36,0.864,0.639,16,14,28,32,54,57,19,11,5,4,10,12,4,5,103,104
692,0021700054,10/24/2017,2017-18,Clippers,Jazz,1,0,39,34,83,79,0.47,0.43,10,7,29,28,0.345,0.25,14,9,21,11,0.667,0.818,11,8,33,33,51,47,21,20,12,7,13,18,4,7,102,84
693,0021700037,10/21/2017,2017-18,Clippers,Suns,1,0,48,27,88,71,0.545,0.38,12,6,26,24,0.462,0.25,22,28,30,38,0.733,0.737,10,4,42,32,57,45,26,19,12,8,12,20,2,3,130,88
694,0021700016,10/19/2017,2017-18,Lakers,Clippers,0,1,37,42,91,107,0.407,0.393,4,12,16,33,0.25,0.364,14,12,23,13,0.609,0.923,12,17,40,42,60,69,21,23,8,12,20,15,7,3,92,108
695,0021701201,04/08/2018,2017-18,Lakers,Jazz,0,1,37,42,93,83,0.398,0.506,5,13,25,36,0.2,0.361,18,15,22,22,0.818,0.682,12,7,32,38,53,55,20,35,8,8,14,18,4,4,97,112
